,sensacion_termica,humedad,velocidad_viento,alquiler_casual,total_alquileres,alquiler_registrado_boxcox,estacion_map,año_map,mes_map,festivo_map,dia_sem_map,laborable_map,prevision_tiempo_map
19,-0.8568657012314603,-0.4208979104477609,0.1519216630074464,-0.81256007689843,-0.9375055878408582,-0.8361160502391398,0.0,0,0.0,1,1.0,1,2.0
20,-1.2154395865318564,-0.8089576119402982,1.7530369831404506,-0.8228132008971484,-1.0748323647742513,-1.0233218394087993,0.0,0,0.0,1,1.0,1,2.5
21,-1.50594945988188,-1.0815928358208953,-0.09163738866515202,-0.799743671900032,-1.2758158247653106,-1.3292669897620435,0.0,0,0.0,1,0.0,0,2.5
22,-1.4330318999340705,-0.9071594029850744,0.6678182821932935,-0.7266901634091637,-1.2740277156906572,-1.35809067666952,0.0,0,0.0,1,0.0,0,2.5
23,-1.3626172791693756,-0.6434364179104474,-0.2304418285754991,-0.8087151553989106,-1.1202503352704516,-1.0939451862285023,0.0,0,0.0,1,1.0,1,2.5
24,-0.9325661489093904,-0.045380298507462384,-0.5208117617427894,-0.6805511054149311,-0.916763522574877,-0.8581626053819299,0.0,0,0.0,1,1.3,1,2.0
25,-1.0466331945577858,1.1273623880597017,1.1486474453724647,-0.87536046139058,-1.4456861868573982,-1.5697938381519887,0.0,0,0.0,1,1.3,1,0.0
26,-0.9872501694352621,0.29154149253731365,-0.6832149916936125,-0.899711630887536,-1.4725078229772015,-1.6044286876417244,0.0,0,0.0,1,1.0,1,2.5
27,-0.9739092749092889,0.7956274626865673,-0.5869168674361628,-0.8702338993912208,-1.2092981671881984,-1.1990393165480873,0.0,0,0.0,1,1.0,1,2.0
28,-1.0151860099494232,0.12074268656716454,-0.36237728044042944,-0.7612944569048382,-1.2339740724184176,-1.2816538134599744,0.0,0,0.0,1,0.0,0,2.5
29,-0.8743043933295529,0.457148656716418,-1.0887844689636224,-0.7395065684075617,-1.234689316048279,-1.2919900814064413,0.0,0,0.0,1,0.0,0,2.5
30,-1.1106267029972754,-0.10845850746268637,0.06326592396793458,-0.8651073373918616,-1.089852481001341,-1.0278932305831763,0.0,0,0.0,1,1.0,1,2.0
31,-0.9325513953627761,0.9700608955223885,-1.3001417046793073,-0.8586991348926626,-1.1402771569065713,-1.102726678409044,0.0,0,0.5,1,0.0,1,2.0
32,-0.8592004499831719,0.7114435820895527,0.8480198233906848,-0.8266581223966677,-1.0809119356280734,-1.0304349015556475,0.0,0,0.5,1,1.3,1,2.0
33,-1.1415058760609877,-0.9009313432835818,0.9848297126982145,-0.8407561678949055,-1.0723290120697362,-1.0126731763484444,0.0,0,0.5,1,1.3,1,2.5
34,-0.9544714772449598,-0.19697432835820863,-0.5407267389352051,-0.806151874399231,-1.015824765310684,-0.9467892515274172,2.4,0,0.5,1,0.0,1,2.0
35,-0.9010968339811064,1.4457719402985079,-0.20246723874312772,-0.7907721884011535,-1.2672329012069736,-1.3199049205877715,2.4,0,0.5,1,1.0,0,2.0
36,-0.7217932935909672,-0.2776143283582087,-0.3986557135988154,-0.46523550144184556,-1.0462226195797943,-1.1255431584368951,2.4,0,0.5,1,1.0,0,2.5
37,-0.677580602774589,0.5343259701492536,-1.3795645061579207,-0.7651393784043575,-1.0143942780509612,-0.9607950283346498,2.2,0,0.5,1,0.0,1,2.5
38,-1.066380816701015,-0.42288477611940284,1.8416520170656192,-0.836911246395386,-1.0794814483683504,-1.0243373035520298,2.2,0,0.5,1,1.3,1,2.5
39,-1.2654172256877692,-0.6288979104477611,0.0800262547987513,-0.8510092918936238,-1.052659812248547,-0.9808740970864874,2.2,0,0.5,1,1.0,1,2.0
40,-1.2459978699567078,-0.9030089552238804,0.41682037087447305,-0.8586991348926626,-1.0766204738489047,-1.01166031517226,2.0,0,0.5,1,0.0,1,2.5
41,-1.010084971207532,-0.5735856716417908,-0.7370169765767508,-0.7279718039090035,-1.0022351363433168,-0.9582910355447407,2.0,0,0.5,1,1.3,1,2.5
42,-0.938364292728807,-0.39303402985074615,0.22786723009329096,-0.5498237744312721,-1.1002235136343317,-1.1699960409671681,2.0,0,0.5,1,1.0,0,2.5
43,-0.6021346537757555,-0.8074865671641789,0.8131660692343115,-0.4101249599487344,-1.0583817612874384,-1.1657903276173194,0.0,0,0.5,1,0.0,0,2.5
44,-0.32831989377446436,-1.1970173134328355,2.411096214169959,-0.6523550144184557,-0.9425122932498883,-0.9045127841677761,0.0,0,0.5,1,1.0,1,2.5
45,-0.8597278892746328,-1.490677014925373,1.1234509795940175,-0.7395065684075617,-0.977559231113098,-0.9193932830305714,0.0,0,0.5,1,1.3,1,2.5
46,-0.6313208573654777,-0.9694591044776117,0.7206433443321946,-0.6395386094200577,-0.8702726866338847,-0.8102635397934654,0.0,0,0.5,1,1.3,1,2.5
47,-0.2165322710779771,-0.5801002985074625,0.4999503906418943,-0.5869913489266261,-0.7415288332588288,-0.657046885307915,0.0,0,0.5,1,1.0,1,2.5
48,0.09080254683098452,-0.5243773134328357,0.8542985872781251,-0.1768663889778917,-0.5798837729101475,-0.5947363014888787,0.0,0,0.5,1,1.0,1,2.5
49,-0.35393942747018176,-2.094526567164179,3.3224328429215073,-0.23710349247036205,-1.0419311578006258,-1.2128496603041465,0.0,0,0.5,1,0.0,0,2.5
50,-0.7746884465898561,-1.044214925373134,0.43004953303601634,-0.099967958987504,-0.9786320965578901,-1.1757865639944218,0.0,0,0.5,1,0.0,0,2.5
51,-0.7498102786115071,-0.10248835820895502,1.2910746404593574,-0.669016340916373,-1.2307554760840411,-1.3160584077320232,0.0,0,0.5,0,1.0,0,2.0
52,-1.1114270829011008,-0.23250388059701477,0.14967270543998412,-0.8240948413969882,-1.1080911935628073,-1.0702754854273864,0.0,0,0.5,1,1.3,1,2.5
53,-0.8912894138692561,-0.9715367164179104,-0.8839319105199824,-0.7407882089074015,-0.9410818059901654,-0.8684820399114423,0.0,0,0.5,1,1.3,1,2.5
54,-0.730940492491828,0.3387820895522387,0.7074650635635803,-0.7907721884011535,-0.9804202056325436,-0.9035222944611737,0.0,0,0.5,1,1.0,1,2.0
55,-0.5049530422274167,0.4093874626865673,1.6848253877798156,-0.7651393784043575,-1.1041573535985696,-1.088272919435195,0.0,0,0.5,1,1.0,1,2.0
56,-0.7567555106801848,-0.42288477611940284,0.056946454966151056,-0.3755206664530599,-0.9224854716137685,-0.9843966592005097,0.0,0,0.5,1,0.0,0,2.5
57,-0.5025629676759015,0.25572059701492555,-0.5670934767510194,-0.029477731496315284,-0.7676352257487706,-0.9030271214171485,0.0,0,0.5,1,0.0,0,2.5
58,-0.32179882617094746,1.1935785074626866,1.1062734213411825,-0.8151233578981096,-1.10952168082253,-1.0759235935318987,0.0,0,0.5,1,1.0,1,2.0
59,-0.8243009354670653,-0.43681671641791026,0.36074907586670085,-0.7433514899070811,-0.9646848457755923,-0.900057086428889,0.0,0,1.0,1,1.0,1,2.5
60,-0.617043112629497,-0.8447785074626863,1.2909423488377418,-0.6228772829221403,-0.8634778721502011,-0.8073444051860503,0.0,0,1.0,1,1.0,1,2.5
61,-1.059420831085723,-1.4716441791044774,0.45568357879365295,-0.7612944569048382,-1.0240500670540904,-0.9758464075125727,0.0,0,1.0,1,1.0,1,2.5
62,-0.8545457060263628,-0.07661611940298493,0.22765352824298904,-0.6446651714194168,-0.9314260169870362,-0.8921453578882009,2.4,0,1.0,1,0.0,1,2.0
63,-0.40050530897153963,0.7771152238805975,0.7214574466190588,-0.09868631848766421,-0.8838623156012517,-1.0390874070444696,2.4,0,1.0,1,1.3,0,2.0
64,-0.4467097285808472,1.5369671641791045,1.651732129818786,-0.7728292214033964,-1.410281627179258,-1.5582002143309217,2.4,0,1.0,1,1.0,0,2.0
65,-0.918052347427581,-0.3589468656716415,1.632041030755258,-0.606215956424223,-0.9571747876620473,-0.9427949617018371,2.2,0,1.0,1,0.0,1,2.5
66,-0.6822205931847838,-0.9820919402985072,-0.6138840056885396,-0.5139378404357577,-0.8638354939651318,-0.8493331893825663,2.2,0,1.0,1,1.3,1,2.5
67,-0.7404675952180069,0.7114435820895527,0.3986557135988154,-0.6741429029157321,-0.9503799731783639,-0.906989847737394,2.2,0,1.0,1,0.0,1,2.0
68,-0.3750960133150758,-0.0009958208955221882,0.8232812901485991,-0.8599807753925024,-1.4038444345105052,-1.5066021072401992,2.0,0,1.0,1,1.0,1,0.0
69,-0.6726307878854941,0.11035940298507509,0.5291156050688044,-0.6023710349247037,-0.9196244970943227,-0.8921453578882009,2.0,0,1.0,1,1.0,1,2.0
70,-0.5960967648238564,-0.15224119402985048,0.4050158877149422,0.008971483498878564,-0.8641931157800626,-1.0538867074010216,2.0,0,1.0,1,0.0,0,2.5
71,-0.395666145682052,-0.47315820895522365,0.9120896733668981,0.33963473245754566,-0.76227089852481,-1.0401064557586888,0.0,0,1.0,1,0.0,0,2.5
72,-0.5730443482390258,-0.6185146268656714,-0.4482548954260172,-0.45882729894264657,-0.8949485918641037,-0.9134358500738124,0.0,0,1.0,1,1.0,1,2.5
73,-0.6240252285647107,0.1394316417910452,0.0339277128050658,-0.5485421339314323,-0.8913723737147966,-0.8738954737607619,0.0,0,1.0,1,1.3,1,2.0
74,-0.44420900242972483,0.7167211940298507,0.2253231604468403,-0.5075296379365588,-0.8427358068842199,-0.8229308028620863,0.0,0,1.0,1,1.3,1,2.0
75,-0.2841219565047005,-0.11243701492537299,0.29108227266829656,-0.3755206664530599,-0.6453285650424676,-0.6079043179822946,0.0,0,1.0,1,1.0,1,2.5
76,0.14622424468757061,-0.4835414925373131,0.509241332990732,0.21403396347324574,-0.46830576665176576,-0.5914483555669842,0.0,0,1.0,1,1.0,1,2.5
77,-0.07686413366713214,-1.1810937313432834,1.9049179410335537,0.9061198333867351,-0.5119356280733125,-0.910459757511567,0.0,0,1.0,1,0.0,0,2.5
78,-0.5960967648238564,-0.729354029850746,0.27217474705587524,0.4229413649471323,-0.7429593205185516,-1.0457154229778507,2.4,0,1.0,1,0.0,0,2.5
79,-0.28632761172353693,0.5298268656716417,1.097084241778203,-0.4049983979493752,-0.8838623156012517,-0.9188965619833662,2.4,0,1.0,1,1.0,1,2.0
80,-0.17233064542155954,-0.008957611940298248,0.4556428736793097,-0.3293816084588273,-0.6599910594546268,-0.6442528299969134,2.4,0,1.0,1,1.3,1,2.5
81,-0.5511390199034565,1.0178220895522392,0.5422531807230754,-0.6587632169176546,-0.8681269557443004,-0.8000531982086657,2.4,0,1.0,1,1.3,1,2.0
82,-0.7986518946781193,0.8567140298507462,0.6391924105314309,-0.706183915411727,-0.9596781403665624,-0.9074854045945813,2.4,0,1.0,1,1.0,1,2.0
83,-0.8522109572746512,-0.6278614925373133,0.5062698596436775,-0.5344440884331945,-0.8362986142154671,-0.8039406664629398,2.4,0,1.0,1,1.0,1,2.5
84,-0.847567278477803,-1.1094519402985072,0.2910008624396101,0.33835309195770585,-0.7340187751452839,-0.9995233639044583,2.4,0,1.0,1,0.0,0,2.5
85,-0.8742416907564422,-0.633053134328358,0.03383612629779359,-0.31400192246074976,-1.0211890925346445,-1.1505833701063046,2.4,0,1.0,1,0.0,0,2.0
86,-0.8475562133178423,-1.5488214925373134,0.3177950039560282,-0.6344120474206985,-0.9013857845328564,-0.8547272195289219,2.4,0,1.0,1,1.0,1,2.5
87,-0.7172307593004976,-1.4915414925373134,0.4683225167972197,-0.5126561999359179,-0.7594099240053643,-0.7084843125406506,2.4,0,1.0,1,1.3,1,2.5
88,-0.7008469457853268,0.09651820895522437,-0.08229556492338533,-0.7036206344120475,-1.077335717478766,-1.0743824581328372,2.4,0,1.0,1,1.3,1,2.0
89,-0.8475525249311887,1.3940274626865672,0.3731743120199657,-0.6895225889138097,-1.0240500670540904,-1.0040709764418982,2.4,0,1.0,1,1.0,1,0.0
90,-0.7521007667233757,0.2855713432835823,0.7910326633101906,-0.5254726049343159,-0.8302190433616451,-0.7990817495079497,0.0,0,2.0,1,1.3,1,2.0
91,-0.6333974190514392,0.13034746268656736,0.16456060101101316,0.23197693047100287,-0.8212784979883773,-1.0815792161836058,0.0,0,2.0,1,1.0,0,2.0
92,-0.40054956961138244,-0.6995032835820894,0.012598232889223536,1.1970522268503685,-0.4647295485024586,-0.9577903923098511,0.0,0,2.0,1,1.0,0,2.5
93,0.20494336021245133,-0.9562197014925371,2.0820258935408615,0.021787888497276513,-0.5126508717031739,-0.5792500544938352,2.4,0,2.0,1,1.0,1,2.5
94,-0.32831989377446436,0.07462447761194022,2.107425884891025,-0.7049022749118872,-0.9847116674117121,-0.9427949617018371,2.4,0,2.0,1,1.3,1,2.0
95,-0.3679405432071443,-0.7432859701492535,0.8353503565513609,-0.38961871195129766,-0.6224407688869021,-0.5726908509829118,2.4,0,2.0,1,0.0,1,2.5
96,-0.19795017911727691,-0.11243701492537299,-0.18991988724683317,-0.18711951297661006,-0.5033527045149754,-0.4912208973512335,2.2,0,2.0,1,1.0,1,2.5
97,-0.6007847042605479,1.0019892537313435,0.46828181168287647,-0.6984940724126882,-1.1005811354492625,-1.1099725835100653,2.2,0,2.0,1,1.0,1,2.0
98,-0.5378977118171298,1.1990041791044779,-0.4873623340312565,0.20762576097404678,-0.748681269557443,-0.968816550238437,2.2,0,2.0,1,0.0,0,2.0
99,-0.22361766183949075,1.1034817910447763,-0.3481101378631341,0.6036526754245434,-0.5913276709879303,-0.9035222944611737,2.0,0,2.0,1,1.3,0,2.0
100,0.287150121947284,0.4322268656716419,1.460285800784082,0.1768663889778917,-0.4293249888243183,-0.526951106979383,2.0,0,2.0,1,1.0,1,2.0
101,0.020985075865503022,0.5383092537313438,0.9555932643212043,-0.5895546299263057,-0.8992400536432722,-0.8689739414472636,2.0,0,2.0,1,0.0,1,2.0
102,-0.2584876692623689,0.9203988059701498,0.7086963932724623,-0.6510733739186159,-0.8534644613321413,-0.7830767980142367,2.4,0,2.0,1,1.3,1,2.0
103,-0.09081730037759851,-0.41094447761194014,-0.7151379776172753,-0.24094841396988145,-0.45829235583370587,-0.4138675971390114,2.4,0,2.0,1,1.0,1,2.5
104,-0.16764270598486844,0.21392955223880616,0.4620030477954365,-0.09612303748798462,-0.5087170317389361,-0.531139155608209,2.4,0,2.0,0,1.0,0,2.5
105,-0.22820970322318893,1.2507438805970148,1.6265051352045814,-0.7638577379045178,-1.342333482342423,-1.449904040524559,2.4,0,2.0,1,0.0,0,0.0
106,-0.15368953927440207,-0.7014949253731341,1.246807828611116,1.0778596603652675,-0.28770675011175684,-0.6712927133090434,2.4,0,2.0,1,0.0,0,2.5
107,0.058208273973360675,-0.4009958208955222,-0.17714865762165094,-0.06151874399231016,-0.40035762181493073,-0.4037969224353106,2.4,0,2.0,1,1.0,1,2.5
108,0.006983960128540446,0.18805731343283574,-0.23409511258780227,-0.39474527395065684,-0.4808225301743406,-0.3878026224772993,2.4,0,2.0,1,1.3,1,2.0
109,0.2841072029580862,-0.058705671641790906,0.6202441798046661,-0.13329061198333866,-0.21618238712561466,-0.1467246761261574,2.4,0,2.0,1,1.3,1,2.5
110,-0.12345952226171857,-1.047763582089552,1.4682640031953516,0.035885933995514256,-0.1285650424675905,-0.0967496494496795,2.4,0,2.0,1,1.0,1,2.5
111,-0.6100978805608194,0.49253492537313426,0.3922548343683457,-0.6920858699134893,-1.0247653106839518,-1.0040709764418982,2.4,0,2.0,1,1.0,1,2.0
112,-0.13736842833234217,1.2487570149253737,0.5062698596436775,0.9548221723806473,-0.18328118015198927,-0.48936965034240254,2.4,0,2.0,1,0.0,0,2.0
113,0.2375265679101141,0.8805946268656716,0.11397432016098859,1.2726690163409164,-0.1278497988377291,-0.5325357277977114,2.4,0,2.0,1,0.0,0,2.0
114,0.32138941525240117,0.717413731343284,0.04434822207692752,0.07177186799102851,-0.17004917299955297,-0.1604832075025215,2.4,0,2.0,1,1.0,1,2.5
115,0.393619091089319,0.490548059701493,1.480902941198918,-0.049983979493752,-0.05310683951721055,0.025069672620348264,2.4,0,2.0,1,1.3,1,2.5
116,0.323757359483995,0.9980107462686572,1.3353821574219416,-0.21787888497276514,-0.24193115780062585,-0.14938596310390256,2.4,0,2.0,1,1.3,1,2.0
117,0.33772527974107536,0.35522149253731333,1.4239971913471101,-0.18968279397628965,-0.17541350022351362,-0.07692379098997619,2.4,0,2.0,1,1.0,1,2.0
118,0.037247172621105884,-0.8089576119402982,0.6012959490779018,0.20634412047420697,0.01662941439427805,0.022892256421498548,2.4,0,2.0,1,1.0,1,2.5
119,-0.0860998538476789,-0.5880620895522386,0.5505366714919189,1.599487343800064,0.27304425569959767,-0.13963177234188878,2.4,0,2.0,1,0.0,0,2.5
120,-0.1444390655472413,0.6477588059701491,-0.7593640843511732,0.5395706504325537,-0.4282521233795262,-0.658470029530707,0.0,0,2.2,1,1.3,0,2.0
121,0.16770540855797916,0.4945265671641793,0.025226994614204565,0.16661326497917334,-0.05274921770227984,-0.0483606790934358,0.0,0,2.2,1,0.0,1,2.0
122,0.34934369769983015,0.33731104477611934,1.6454228370955881,-0.14610701698173661,-0.0348681269557443,0.07978323975597965,0.0,0,2.2,1,0.0,1,2.0
123,-0.30508305785695505,0.5283558208955224,1.5063029325490815,-0.5921179109259853,-0.6850245864997765,-0.5806564248696963,2.4,0,2.2,1,1.3,1,2.0
124,-0.16762795243825418,-0.8706459701492536,1.1643392669517723,-0.13200897148349888,-0.04130531962449709,0.06721696573188224,2.4,0,2.2,1,1.0,1,2.5
125,-0.04886190219320673,-0.17413014925373113,0.48104286502947297,0.2268503684716437,0.02127849798837729,0.021585574768614457,2.4,0,2.2,1,0.0,1,2.5
126,0.09315573751596379,-0.4069659701492535,-0.20886811797359772,1.1470682473566165,0.05918641037103263,-0.24887395699509862,2.2,0,2.2,1,1.3,0,2.5
127,0.11643683407331615,0.024876417910447902,-1.0821200241177802,0.8766421018904197,-0.07706750111756817,-0.32550947911638983,2.2,0,2.2,1,1.0,0,2.5
128,0.1397216190173217,-0.18010029850746248,-0.05062698596436781,-0.06792694649150913,-0.06669646848457755,0.014613660741908148,2.2,0,2.2,1,1.0,1,2.5
129,0.1304084427170502,-0.6557205970149252,-0.6645516967672507,-0.029477731496315284,0.0910147518998659,0.19219289095579642,2.0,0,2.2,1,1.3,1,2.5
130,0.15135479052269074,0.030846567164179245,-0.6139654159172261,-0.21403396347324574,-0.1310683951721055,-0.01419838902320188,2.0,0,2.2,1,0.0,1,2.5
131,0.132776386948644,0.5781086567164181,0.0884522134677959,-0.02819609099647549,0.11282968261063925,0.21786528071762928,2.0,0,2.2,1,1.0,1,2.5
132,0.025580805635854884,1.131340895522388,-0.012720348232253239,-0.03204101249599487,-0.15860527492177023,-0.1104323138158814,2.4,0,2.2,1,1.0,1,2.0
133,0.048924604766317714,1.4139295522388062,-0.46836322191156293,0.23710349247036205,-0.4075100581135449,-0.5204413174941178,2.4,0,2.2,1,0.0,0,2.0
134,0.17938652908984468,1.149251343283582,-0.2848950952881285,1.1086190323614227,0.0016092981671881985,-0.3078650302975551,2.4,0,2.2,1,0.0,0,2.0
135,0.23291239620649454,0.7711450746268661,-0.550577376606262,0.07177186799102851,-0.2111756817165847,-0.21171122506286422,2.4,0,2.2,1,1.0,1,2.5
136,0.18871445893673042,1.00995104477612,0.9807795538210653,-0.049983979493752,-0.15216808225301742,-0.09630861238465123,2.4,0,2.2,1,1.3,1,2.0
137,0.14677381429895314,1.1631832835820897,0.20878670774491123,-0.23197693047100287,-0.24801072865444793,-0.15204804251394238,2.4,0,2.2,1,1.3,1,2.0
138,0.08622525899390035,0.9701468656716418,-0.7404463824601663,0.02306952899711631,0.009476978095663835,0.07631824690645363,2.4,0,2.2,1,1.0,1,2.0
139,0.15372273475428452,0.4447737313432835,-0.5694849022186831,0.24607497596924063,0.13178363880196692,0.14883729595718065,2.4,0,2.2,1,1.0,1,2.5
140,0.31207623895212944,0.0009958208955225276,-0.6138840056885396,1.975008010253124,0.4493518104604381,-0.051432538843641955,2.4,0,2.2,1,0.0,0,2.5
141,0.32138941525240117,0.5880573134328357,-0.33548137613815304,1.1009291893623838,0.03987483236477425,-0.256954865166394,2.4,0,2.2,1,0.0,0,2.5
142,0.3796511708322386,0.8766161194029852,0.5379893199956243,0.1525152194809356,-0.09816718819848011,-0.09939631578837427,2.4,0,2.2,1,1.0,1,2.0
143,0.4331954798821562,0.5462662686567163,0.2657738678254055,-0.0743351489907081,-0.020205632543585157,0.07328540111174675,2.4,0,2.2,1,1.3,1,2.0
144,0.4727681802883399,0.33333253731343304,-0.2721340419415323,0.029477731496315284,0.15359856951274029,0.2473133185950986,2.4,0,2.2,1,1.3,1,2.5
145,0.6171537642291045,0.24378029850746288,0.1899605923611764,0.05254726049343159,0.04595440321859633,0.11048330705541058,2.4,0,2.2,1,1.0,1,2.5
146,0.5519430881939357,0.13034746268656736,0.6075645366867561,0.19737263697532842,0.04666964684845776,0.06244633453904474,2.4,0,2.2,1,1.0,1,2.5
147,0.4611018133030889,0.49253492537313426,0.4998282752988646,1.6456264017942968,0.07492177022798391,-0.4051694141574438,2.4,0,2.2,1,0.0,0,2.5
148,0.4727976873815684,0.9184071641791047,0.3354406710238098,2.0993271387375843,0.08565042467590522,-0.5549190479453046,2.4,0,2.2,1,0.0,0,2.5
149,0.6776580588943142,0.27960119402985095,-0.5062698596436775,1.0663248958667093,-0.1611086276262852,-0.5009477644141586,2.4,0,2.2,0,1.0,0,2.5
150,0.8779042587034405,0.04875701492537327,-0.7087370983868054,-0.05639218199295098,-0.20259275815824765,-0.15648660702773587,2.4,0,2.2,1,1.3,1,2.5
151,0.8616163432412622,0.24178865671641783,0.2657738678254055,-0.26145466196731815,-0.20545373267769335,-0.0892548870013353,0.0,0,2.7,1,1.0,1,2.0
152,0.57751836124981,-1.5353241791044774,1.132741921942855,0.024351169496956104,0.15002235136343317,0.24475577733134024,0.0,0,2.7,1,0.0,1,2.5
153,0.36798480384698734,-1.3004967164179102,0.7341777948513117,0.23197693047100287,0.27304425569959767,0.32207283601261766,0.0,0,2.7,1,0.0,1,2.5
154,0.3958800721079593,-0.8129361194029848,-0.5885247194527197,1.4764498558154437,0.283772910147519,-0.08396812384227541,2.4,0,2.7,1,1.3,0,2.5
155,0.4774229242451488,0.12437731343283602,-0.43028358744349,1.2406280038449216,0.1278497988377291,-0.195642312046269,2.4,0,2.7,1,1.0,0,2.0
156,0.4960640303923063,-0.1263689552238804,-0.6012043625706296,-0.05639218199295098,-0.0001788109074653554,0.09146883432497485,2.4,0,2.7,1,1.0,1,2.5
157,0.6218085081859134,-0.13631761194029837,0.06953451157678885,0.05895546299263057,0.10174340634778721,0.1754726964764286,2.2,0,2.7,1,1.3,1,2.5
158,0.8848974397986147,-0.020897910447760935,-0.4493641097918697,-0.05254726049343159,-0.05274921770227984,0.026375890672293515,2.2,0,2.7,1,0.0,1,2.5
159,0.9966555554018734,-0.2776143283582087,-0.31640085378977334,-0.19737263697532842,-0.22655341975860527,-0.13741638816242485,2.2,0,2.7,1,1.3,1,2.0
160,0.7964241091393615,-0.10248835820895502,-0.41133535671672544,0.1256007689842999,0.013410818059901655,0.046382931767059966,2.0,0,2.7,1,1.0,1,2.5
161,0.7032775925900313,0.13432597014925365,-0.265855278054092,1.2970201858378725,0.14930710773357175,-0.18851009836938387,2.0,0,2.7,1,0.0,0,2.5
162,0.5752426266845555,0.5801002985074631,-0.17714865762165094,0.9612303748798462,-0.031649530621367904,-0.2979286291551474,2.0,0,2.7,1,1.3,0,2.5
163,0.42154386644351943,-0.629853134328358,1.265674649109194,0.18711951297661006,0.16861868573983013,0.21273570653183418,2.4,0,2.7,1,1.0,1,2.5
164,0.3842616541492047,-0.5701516417910445,0.8986468093550529,0.01281640499839795,0.12248547161376844,0.2157282545805608,2.4,0,2.7,1,1.3,1,2.5
165,0.37027529195885617,-0.739302686567164,-0.13293272716633886,0.06664530599166933,0.22583817612874385,0.3208026985062791,2.4,0,2.7,1,1.3,1,2.5
166,0.39827752343278156,0.2955199999999999,0.25945439882362226,-0.22044216597244473,-0.2794814483683505,-0.19519637772541,2.4,0,2.7,1,1.0,1,2.0
167,0.41685592700682833,0.522385671641791,-0.3861490672168641,0.18711951297661006,0.10567724631202503,0.1372168054079254,2.4,0,2.7,1,1.0,1,2.5
168,0.5775626218896528,0.2099510447761199,-0.6265229436921064,1.3969881448253765,0.20402324541797048,-0.15515480559918782,2.4,0,2.7,1,0.0,0,2.5
