,sensacion_termica,humedad,velocidad_viento,alquiler_casual,alquiler_registrado,total_alquileres_boxcox,estacion_map,año_map,mes_map,festivo_map,prevision_tiempo_map
60,-0.617043112629497,-0.8447785074626863,1.2909423488377418,-0.6228772829221403,-0.7722490135905304,-0.895525785514849,0.0,0.0,1.0,1,2.0
61,-1.059420831085723,-1.4716441791044774,0.45568357879365295,-0.7612944569048382,-0.921744848750548,-1.0725523242282637,0.0,0.0,1.0,1,2.0
62,-0.8545457060263628,-0.07661611940298493,0.22765352824298904,-0.6446651714194168,-0.8480929416922403,-0.9698608219068734,2.2,0.0,1.0,1,1.5
63,-0.40050530897153963,0.7771152238805975,0.7214574466190588,-0.09868631848766421,-0.9765453748355984,-0.917744025320178,2.2,0.0,1.0,1,1.5
64,-0.4467097285808472,1.5369671641791045,1.651732129818786,-0.7728292214033964,-1.39127575624726,-1.5260570779413818,2.2,0.0,1.0,1,1.5
65,-0.918052347427581,-0.3589468656716415,1.632041030755258,-0.606215956424223,-0.8928101709776414,-0.9982425747194626,2.5,0.0,1.0,1,2.0
66,-0.6822205931847838,-0.9820919402985072,-0.6138840056885396,-0.5139378404357577,-0.8099517755370451,-0.8959149918352232,2.5,0.0,1.0,1,2.0
67,-0.7404675952180069,0.7114435820895527,0.3986557135988154,-0.6741429029157321,-0.8612450679526523,-0.9907410619615593,2.5,0.0,1.0,1,1.5
68,-0.3750960133150758,-0.0009958208955221882,0.8232812901485991,-0.8599807753925024,-1.3535729943007453,-1.5179839658594587,2.0,0.0,1.0,1,0.0
69,-0.6726307878854941,0.11035940298507509,0.5291156050688044,-0.6023710349247037,-0.8480929416922403,-0.9568927363053177,2.0,0.0,1.0,1,1.5
70,-0.5960967648238564,-0.15224119402985048,0.4050158877149422,0.008971483498878564,-0.9892590968873302,-0.8963042189310512,2.0,0.0,1.0,1,2.0
71,-0.395666145682052,-0.47315820895522365,0.9120896733668981,0.33963473245754566,-0.9774221832529593,-0.7861765542519846,0.0,0.0,1.0,1,2.0
72,-0.5730443482390258,-0.6185146268656714,-0.4482548954260172,-0.45882729894264657,-0.8669443226654976,-0.9298566870022162,0.0,0.0,1.0,1,2.0
73,-0.6240252285647107,0.1394316417910452,0.0339277128050658,-0.5485421339314323,-0.8318719859710654,-0.9259471086484995,0.0,0.0,1.0,1,1.5
74,-0.44420900242972483,0.7167211940298507,0.2253231604468403,-0.5075296379365588,-0.7862779482683033,-0.8729869998199242,0.0,0.0,1.0,1,1.5
75,-0.2841219565047005,-0.11243701492537299,0.29108227266829656,-0.3755206664530599,-0.5894344585708022,-0.6616222094705719,0.0,0.0,1.0,1,2.0
76,0.14622424468757061,-0.4835414925373131,0.509241332990732,0.21403396347324574,-0.5740903112669882,-0.4762115759533975,0.0,0.0,1.0,1,2.0
77,-0.07686413366713214,-1.1810937313432834,1.9049179410335537,0.9061198333867351,-0.8643138974134151,-0.5215889446313257,0.0,0.0,1.0,1,2.0
78,-0.5960967648238564,-0.729354029850746,0.27217474705587524,0.4229413649471323,-0.9822446295484437,-0.7654819855791012,2.2,0.0,1.0,1,2.0
79,-0.28632761172353693,0.5298268656716417,1.097084241778203,-0.4049983979493752,-0.871766768960982,-0.917744025320178,2.2,0.0,1.0,1,1.5
80,-0.17233064542155954,-0.008957611940298248,0.4556428736793097,-0.3293816084588273,-0.6231915826391934,-0.6771422102004684,2.2,0.0,1.0,1,2.0
81,-0.5511390199034565,1.0178220895522392,0.5422531807230754,-0.6587632169176546,-0.7656729504603245,-0.9005870912772412,2.2,0.0,1.0,1,1.5
82,-0.7986518946781193,0.8567140298507462,0.6391924105314309,-0.706183915411727,-0.8616834721613328,-1.0010084711818172,2.2,0.0,1.0,1,1.5
83,-0.8522109572746512,-0.6278614925373133,0.5062698596436775,-0.5344440884331945,-0.7691801841297676,-0.8660060842014453,2.2,0.0,1.0,1,2.0
84,-0.847567278477803,-1.1094519402985072,0.2910008624396101,0.33835309195770585,-0.9423498465585269,-0.7559186592382461,2.2,0.0,1.0,1,2.0
85,-0.8742416907564422,-0.633053134328358,0.03383612629779359,-0.31400192246074976,-1.0712406839105655,-1.0693547404418051,2.2,0.0,1.0,1,1.5
86,-0.8475562133178423,-1.5488214925373134,0.3177950039560282,-0.6344120474206985,-0.8147742218325296,-0.9368994200370347,2.2,0.0,1.0,1,2.0
87,-0.7172307593004976,-1.4915414925373134,0.4683225167972197,-0.5126561999359179,-0.6823761508110477,-0.7831073976820468,2.2,0.0,1.0,1,2.0
88,-0.7008469457853268,0.09651820895522437,-0.08229556492338533,-0.7036206344120475,-1.0067952652345462,-1.1324336031444606,2.2,0.0,1.0,1,1.5
89,-0.8475525249311887,1.3940274626865672,0.3731743120199657,-0.6895225889138097,-0.9462954844366506,-1.0725523242282637,2.2,0.0,1.0,1,0.0
90,-0.7521007667233757,0.2855713432835823,0.7910326633101906,-0.5254726049343159,-0.7647961420429636,-0.8594189396145577,0.0,0.0,1.7,1,1.5
91,-0.6333974190514392,0.13034746268656736,0.16456060101101316,0.23197693047100287,-1.0129329241560718,-0.8497423441796632,0.0,0.0,1.7,1,1.5
92,-0.40054956961138244,-0.6995032835820894,0.012598232889223536,1.1970522268503685,-0.9059622972380534,-0.47250084262959474,0.0,0.0,1.7,1,2.0
93,0.20494336021245133,-0.9562197014925371,2.0820258935408615,0.021787888497276513,-0.5626918018412976,-0.5223345006511982,2.2,0.0,1.7,1,2.0
94,-0.32831989377446436,0.07462447761194022,2.107425884891025,-0.7049022749118872,-0.8928101709776414,-1.028733290072809,2.2,0.0,1.7,1,1.5
95,-0.3679405432071443,-0.7432859701492535,0.8353503565513609,-0.38961871195129766,-0.556554142919772,-0.6374484351071725,2.2,0.0,1.7,1,2.0
96,-0.19795017911727691,-0.11243701492537299,-0.18991988724683317,-0.18711951297661006,-0.47983340640070143,-0.5126465094779329,2.5,0.0,1.7,1,2.0
97,-0.6007847042605479,1.0019892537313435,0.46828181168287647,-0.6984940724126882,-1.037045155633494,-1.1587606516956837,2.5,0.0,1.7,1,1.5
98,-0.5378977118171298,1.1990041791044779,-0.4873623340312565,0.20762576097404678,-0.9156071898290223,-0.7716082912492422,2.5,0.0,1.7,1,1.5
99,-0.22361766183949075,1.1034817910447763,-0.3481101378631341,0.6036526754245434,-0.8581762384918895,-0.6046873853269826,2.0,0.0,1.7,1,1.5
100,0.287150121947284,0.4322268656716419,1.460285800784082,0.1768663889778917,-0.5135905304690925,-0.4358340287046493,2.0,0.0,1.7,1,1.5
101,0.020985075865503022,0.5383092537313438,0.9555932643212043,-0.5895546299263057,-0.8274879438842613,-0.9345510546436495,2.0,0.0,1.7,1,1.5
102,-0.2584876692623689,0.9203988059701498,0.7086963932724623,-0.6510733739186159,-0.7503288031565103,-0.8846363996460599,2.2,0.0,1.7,1,1.5
103,-0.09081730037759851,-0.41094447761194014,-0.7151379776172753,-0.24094841396988145,-0.40618149934239367,-0.4658247959711527,2.2,0.0,1.7,1,2.0
104,-0.16764270598486844,0.21392955223880616,0.4620030477954365,-0.09612303748798462,-0.5175361683472162,-0.5182346159696924,2.2,0.0,1.7,0,2.0
105,-0.22820970322318893,1.2507438805970148,1.6265051352045814,-0.7638577379045178,-1.3110477860587462,-1.4420707718435097,2.2,0.0,1.7,1,0.0
106,-0.15368953927440207,-0.7014949253731341,1.246807828611116,1.0778596603652675,-0.6481806225339763,-0.29036109895486323,2.2,0.0,1.7,1,2.0
107,0.058208273973360675,-0.4009958208955222,-0.17714865762165094,-0.06151874399231016,-0.3965366067514248,-0.40592576710358197,2.2,0.0,1.7,1,2.0
108,0.006983960128540446,0.18805731343283574,-0.23409511258780227,-0.39474527395065684,-0.3811924594476107,-0.4892094458845193,2.2,0.0,1.7,1,1.5
109,0.2841072029580862,-0.058705671641790906,0.6202441798046661,-0.13329061198333866,-0.1462078035949145,-0.21756559240605458,2.2,0.0,1.7,1,2.0
110,-0.12345952226171857,-1.047763582089552,1.4682640031953516,0.035885933995514256,-0.09666812801402894,-0.12896013453087207,2.2,0.0,1.7,1,2.0
111,-0.6100978805608194,0.49253492537313426,0.3922548343683457,-0.6920858699134893,-0.9462954844366506,-1.0733519899650588,2.2,0.0,1.7,1,1.5
112,-0.13736842833234217,1.2487570149253737,0.5062698596436775,0.9548221723806473,-0.47807978956597985,-0.1842218637866651,2.2,0.0,1.7,1,1.5
113,0.2375265679101141,0.8805946268656716,0.11397432016098859,1.2726690163409164,-0.5188513809732573,-0.12823929812084875,2.2,0.0,1.7,1,1.5
114,0.32138941525240117,0.717413731343284,0.04434822207692752,0.07177186799102851,-0.159798334064007,-0.17083637909929295,2.2,0.0,1.7,1,2.0
115,0.393619091089319,0.490548059701493,1.480902941198918,-0.049983979493752,0.025208241999123193,-0.053123922191200997,2.2,0.0,1.7,1,2.0
116,0.323757359483995,0.9980107462686572,1.3353821574219416,-0.21787888497276514,-0.14883822884699693,-0.2437224259431775,2.2,0.0,1.7,1,1.5
117,0.33772527974107536,0.35522149253731333,1.4239971913471101,-0.18968279397628965,-0.07693993862341078,-0.17626125126450964,2.2,0.0,1.7,1,1.5
118,0.037247172621105884,-0.8089576119402982,0.6012959490779018,0.20634412047420697,0.023016220955721176,0.016593899209615143,2.2,0.0,1.7,1,2.0
119,-0.0860998538476789,-0.5880620895522386,0.5505366714919189,1.599487343800064,-0.13919333625602806,0.2701634083261326,2.2,0.0,1.7,1,2.0
120,-0.1444390655472413,0.6477588059701491,-0.7593640843511732,0.5395706504325537,-0.6363437088996055,-0.4347248577178313,0.0,0.0,2.0,1,1.5
121,0.16770540855797916,0.4945265671641793,0.025226994614204565,0.16661326497917334,-0.04844366505918457,-0.05276550982481593,0.0,0.0,2.0,1,1.5
122,0.34934369769983015,0.33731104477611934,1.6454228370955881,-0.14610701698173661,0.08044717229285402,-0.034856664794897185,0.0,0.0,2.0,1,1.5
123,-0.30508305785695505,0.5283558208955224,1.5063029325490815,-0.5921179109259853,-0.5640070144673389,-0.7037020233771882,2.2,0.0,2.0,1,1.5
124,-0.16762795243825418,-0.8706459701492536,1.1643392669517723,-0.13200897148349888,0.06773345024112232,-0.04130119698993611,2.2,0.0,2.0,1,2.0
125,-0.04886190219320673,-0.17413014925373113,0.48104286502947297,0.2268503684716437,0.021701008329679965,0.021229626467760634,2.2,0.0,2.0,1,2.0
126,0.09315573751596379,-0.4069659701492535,-0.20886811797359772,1.1470682473566165,-0.24660236738272687,0.05897348425129342,2.5,0.0,2.0,1,2.0
127,0.11643683407331615,0.024876417910447902,-1.0821200241177802,0.8766421018904197,-0.3211310828583954,-0.07715879644132943,2.5,0.0,2.0,1,2.0
128,0.1397216190173217,-0.18010029850746248,-0.05062698596436781,-0.06792694649150913,0.014686540990793511,-0.06675048599953562,2.5,0.0,2.0,1,2.0
129,0.1304084427170502,-0.6557205970149252,-0.6645516967672507,-0.029477731496315284,0.19487067075843928,0.09058944491957933,2.0,0.0,2.0,1,2.0
130,0.15135479052269074,0.030846567164179245,-0.6139654159172261,-0.21403396347324574,-0.014248136782113108,-0.1314833706834456,2.0,0.0,2.0,1,2.0
131,0.132776386948644,0.5781086567164181,0.0884522134677959,-0.02819609099647549,0.22117492327926347,0.11222024156193684,2.0,0.0,2.0,1,2.0
132,0.025580805635854884,1.131340895522388,-0.012720348232253239,-0.03204101249599487,-0.11025865848312144,-0.15927090758964432,2.2,0.0,2.0,1,1.5
133,0.048924604766317714,1.4139295522388062,-0.46836322191156293,0.23710349247036205,-0.5074528715475669,-0.41330297185857323,2.2,0.0,2.0,1,1.5
134,0.17938652908984468,1.149251343283582,-0.2848950952881285,1.1086190323614227,-0.3040333187198597,0.001606703344800204,2.2,0.0,2.0,1,1.5
135,0.23291239620649454,0.7711450746268661,-0.550577376606262,0.07177186799102851,-0.2102148180622534,-0.21248588301199134,2.2,0.0,2.0,1,2.0
136,0.18871445893673042,1.00995104477612,0.9807795538210653,-0.049983979493752,-0.09622972380534853,-0.1527698445028247,2.2,0.0,2.0,1,1.5
137,0.14677381429895314,1.1631832835820897,0.20878670774491123,-0.23197693047100287,-0.15146865409907936,-0.2499063924635632,2.2,0.0,2.0,1,1.5
138,0.08622525899390035,0.9701468656716418,-0.7404463824601663,0.02306952899711631,0.07693993862341078,0.009459093225889566,2.2,0.0,2.0,1,1.5
139,0.15372273475428452,0.4447737313432835,-0.5694849022186831,0.24607497596924063,0.15059184568171854,0.1309891388918929,2.2,0.0,2.0,1,2.0
140,0.31207623895212944,0.0009958208955225276,-0.6138840056885396,1.975008010253124,-0.05151249451994739,0.44223009719917616,2.2,0.0,2.0,1,2.0
141,0.32138941525240117,0.5880573134328357,-0.33548137613815304,1.1009291893623838,-0.25449364313897416,0.039757694240801354,2.2,0.0,2.0,1,2.0
142,0.3796511708322386,0.8766161194029852,0.5379893199956243,0.1525152194809356,-0.09929855326611135,-0.09835887959146912,2.2,0.0,2.0,1,1.5
143,0.4331954798821562,0.5462662686567163,0.2657738678254055,-0.0743351489907081,0.07387110916264795,-0.02018850578134591,2.2,0.0,2.0,1,1.5
144,0.4727681802883399,0.33333253731343304,-0.2721340419415323,0.029477731496315284,0.2514248136782113,0.15256260001778976,2.2,0.0,2.0,1,2.0
145,0.6171537642291045,0.24378029850746288,0.1899605923611764,0.05254726049343159,0.11157387110916264,0.04580983035352663,2.2,0.0,2.0,1,2.0
146,0.5519430881939357,0.13034746268656736,0.6075645366867561,0.19737263697532842,0.06291100394563788,0.04652168154152626,2.2,0.0,2.0,1,2.0
147,0.4611018133030889,0.49253492537313426,0.4998282752988646,1.6456264017942968,-0.397851819377466,0.074612261845789,2.2,0.0,2.0,1,2.0
148,0.4727976873815684,0.9184071641791047,0.3354406710238098,2.0993271387375843,-0.5398947829899167,0.08526561872529628,2.2,0.0,2.0,1,2.0
149,0.6776580588943142,0.27960119402985095,-0.5062698596436775,1.0663248958667093,-0.4890398947829899,-0.16179997464839707,2.2,0.0,2.0,0,2.0
150,0.8779042587034405,0.04875701492537327,-0.7087370983868054,-0.05639218199295098,-0.15585269618588338,-0.2037825637413305,2.2,0.0,2.0,1,2.0
151,0.8616163432412622,0.24178865671641783,0.2657738678254055,-0.26145466196731815,-0.08921525646646208,-0.20668300481309484,0.0,0.0,2.5,1,1.5
152,0.57751836124981,-1.5353241791044774,1.132741921942855,0.024351169496956104,0.2487943884261289,0.1490280392382592,0.0,0.0,2.5,1,2.0
153,0.36798480384698734,-1.3004967164179102,0.7341777948513117,0.23197693047100287,0.3285839544059623,0.2701634083261326,0.0,0.0,2.5,1,2.0
154,0.3958800721079593,-0.8129361194029848,-0.5885247194527197,1.4764498558154437,-0.08395440596229724,0.28068439805964013,2.2,0.0,2.5,1,2.0
155,0.4774229242451488,0.12437731343283602,-0.43028358744349,1.2406280038449216,-0.19443226654975887,0.1270956096014972,2.2,0.0,2.5,1,1.5
156,0.4960640303923063,-0.1263689552238804,-0.6012043625706296,-0.05639218199295098,0.0922840859272249,-0.0001785325210722596,2.2,0.0,2.5,1,2.0
157,0.6218085081859134,-0.13631761194029837,0.06953451157678885,0.05895546299263057,0.17777290661990355,0.10123142584625663,2.5,0.0,2.5,1,2.0
158,0.8848974397986147,-0.020897910447760935,-0.4493641097918697,-0.05254726049343159,0.0265234546251644,-0.05276550982481593,2.5,0.0,2.5,1,2.0
159,0.9966555554018734,-0.2776143283582087,-0.31640085378977334,-0.19737263697532842,-0.13700131521262604,-0.228094388881976,2.5,0.0,2.5,1,1.5
160,0.7964241091393615,-0.10248835820895502,-0.41133535671672544,0.1256007689842999,0.04669004822446295,0.013383674980119588,2.0,0.0,2.5,1,2.0
161,0.7032775925900313,0.13432597014925365,-0.265855278054092,1.2970201858378725,-0.18741779921087243,0.14832102992508167,2.0,0.0,2.5,1,2.0
162,0.5752426266845555,0.5801002985074631,-0.17714865762165094,0.9612303748798462,-0.2943884261288908,-0.03163551200280759,2.0,0.0,2.5,1,2.0
163,0.42154386644351943,-0.629853134328358,1.265674649109194,0.18711951297661006,0.21591407277509864,0.1673989494561764,2.2,0.0,2.5,1,2.0
164,0.3842616541492047,-0.5701516417910445,0.8986468093550529,0.01281640499839795,0.21898290223586148,0.12178464898865751,2.2,0.0,2.5,1,2.0
165,0.37027529195885617,-0.739302686567164,-0.13293272716633886,0.06664530599166933,0.3272687417799211,0.22379007784357963,2.2,0.0,2.5,1,2.0
166,0.39827752343278156,0.2955199999999999,0.25945439882362226,-0.22044216597244473,-0.1939938623410785,-0.28196750429584666,2.2,0.0,2.5,1,1.5
167,0.41685592700682833,0.522385671641791,-0.3861490672168641,0.18711951297661006,0.13875493204734765,0.10513159899222844,2.2,0.0,2.5,1,2.0
168,0.5775626218896528,0.2099510447761199,-0.6265229436921064,1.3969881448253765,-0.15453748355984218,0.20231468613328993,2.2,0.0,2.5,1,2.0
169,0.5845410494382127,0.19204059701492585,-0.8036716013137576,1.181672540852291,-0.24528715475668567,0.0696380803909935,2.2,0.0,2.5,1,1.5
170,0.39827752343278156,0.5721385074626868,-0.25949510393796554,-0.02306952899711631,-0.15497588776852259,-0.19363623429297527,2.2,0.0,2.5,1,1.5
171,0.5542962788789152,0.6875629850746273,-0.10125397192873561,0.07305350849086831,0.17382726874177992,0.10194062334502701,2.5,0.0,2.5,1,1.5
172,0.7615209062366013,0.38706388059701513,-0.08866591531809782,-0.07177186799102851,0.07957036387549321,-0.014825920861735184,2.5,0.0,2.5,1,2.0
173,0.7615356597832156,0.36716179104477603,0.5884840143383764,0.03716757449535405,0.16637439719421307,0.08597557180944262,2.5,0.0,2.5,1,1.5
174,0.624143256937625,-0.2537337313432833,0.41773623594719517,0.3229734059596283,0.1567295046032442,0.15715632086896564,2.5,0.0,2.5,1,2.0
175,0.5751983660447126,-0.6835844776119401,0.2910008624396101,1.3649471323293816,-0.10718982902235862,0.23152822111505908,2.5,0.0,2.5,1,2.0
176,0.5542335763058045,-0.5403008955223878,-0.8796548206303696,1.5418135213072732,-0.12253397632617273,0.2677075385570533,2.5,0.0,2.5,1,2.0
177,0.5519283346473214,0.15223641791044767,-0.7468065565762929,0.17558474847805192,0.08307759754493643,0.05683963916316953,2.5,0.0,2.5,1,1.5
178,0.7568329667999097,0.03681671641791059,-0.37338801387026765,0.019224607497596923,0.11025865848312144,0.03548408498005276,2.5,0.0,2.5,1,2.0
